,url,length_of_url,number_of_dots,suspicious_words,number_of_hyphens_in_domain,length_of_directory,number_subdirectories_in_url,length_of_domain,words_in_domain,path_tokens,url_contains_ip,has_alexa_rank,use_https,country_code,age,words,entropy,special_chars,length_of_largest_domain_token,average_length_of_domain_tokens,length_of_largest_path_token,average_length_of_path_tokens,suspicious_tld_name,file_name_present,len_of_filename,num_dot_in_filename,num_delims_in_filename,args_present,length_of_arguments,number_of_argument_variables,length_of_largest_variable,maximum_number_of_delims_in_arguments,class
17757,http://astore.amazon.co.uk/ukvisit-21/detail/B0000E2PY3/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.80335,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
17825,http://ancestry.co.uk/s0/search/rd.ashx?db=redbook&f3=gs29,51,3,1,0,11,2,14,3,2,0,1,0,225,1,12,4.56045,1,8,4.0,6,4.0,0,1,7,1,0,1,19,2,7,0,malicious
17860,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0811201090/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.72494,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
17866,http://amazon.co.uk/Kitchen-Home-Garden/b/ref=br_bc_h_1_15/202-2513040-1206232?_encoding=UTF8&node=11052681&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-nav-1&pf_rd_r=1YYN4TH2DEE54RAKM1NJ&pf_rd_t=101&pf_rd_p=139140891&pf_rd_i=468294,216,2,0,0,40,3,12,3,3,0,1,0,225,1,29,5.31225,1,6,3.33,19,12.0,0,1,19,0,2,1,145,8,20,2,malicious
17874,http://ancestry.co.uk/search/db.aspx?dbid=22312,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.46339,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
17882,http://astore.amazon.co.uk/ukvisit-21/detail/B0002ZO1K8/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.83678,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
17892,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0435327089/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.75014,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
17909,http://amazon.co.uk/gp/product/rentals/B00005AVUC/ref=rntl_dp_sims/202-2513040-1206232,79,2,1,0,48,5,12,3,5,0,1,0,225,1,13,4.8664,1,6,3.33,16,8.4,0,1,19,0,2,0,0,0,0,0,malicious
18096,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1844034984/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.69901,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
18105,http://amazon.co.uk/gp/explorer/B000MJB1WU/1/ref=s9_similar_items_0/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-2&pf_rd_r=0HJFQCPZ26P9T2HEG9TH&pf_rd_t=101&pf_rd_p=139285791&pf_rd_i=468294,193,2,1,0,49,5,12,3,5,0,1,0,225,1,24,5.33849,1,6,3.33,22,8.6,0,1,19,0,2,1,113,6,20,2,malicious
18172,http://astore.amazon.co.uk/ukvisit-21/203-6933174-0803961?node=15&page=11,66,3,0,0,12,1,19,4,1,0,0,0,101,1,14,4.8949,1,6,4.0,10,10.0,0,1,19,0,2,1,16,2,2,0,malicious
18248,http://astore.amazon.co.uk/ukvisit-21/detail/B000E3LIHM/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.89531,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
18254,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0715320203/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.7562,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
18359,http://amazon.co.uk/Nintendo-Lite-Handheld-Console-Black/dp/B000FTQR8K/ref=pd_ts_c_th_3/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-3&pf_rd_r=0B42FVQTEMAHJGT9TR9F&pf_rd_t=101&pf_rd_p=114318791&pf_rd_i=13821481,215,2,1,0,69,4,12,3,4,0,1,0,101,1,28,5.36374,1,6,3.33,36,16.0,0,1,19,0,2,1,115,6,20,2,malicious
18371,http://amazon.co.uk/gp/product/B000H09QVM/ref=amb_link_41227965_/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=asin-coop-gp-1-F&pf_rd_r=1134FW5R2Z75Z2XHYA0X&pf_rd_t=101&pf_rd_p=138421091&pf_rd_i=560834,199,2,1,0,46,4,12,3,4,0,1,0,225,1,25,5.2805300000000015,1,6,3.33,22,10.25,0,1,19,0,2,1,122,6,20,4,malicious
18406,http://ancestry.co.uk/search/db.aspx?dbid=17173,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.47945,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
18412,http://amazon.co.uk/gp/product/B000NVI2FQ/ref=br_nf_4_3/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-12&pf_rd_r=1SYBQT4HG96A61NP89ZB&pf_rd_t=101&pf_rd_p=130126391&pf_rd_i=573412,183,2,1,0,37,4,12,3,4,0,1,0,101,1,25,5.2514,1,6,3.33,13,8.0,0,1,19,0,2,1,115,6,20,2,malicious
18454,http://amazon.co.uk/s/ref=amb_link_41384565_27/202-2513040-1206232?ie=UTF8&search-alias=software&field-manufacturer=rosetta%20stone&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-10&pf_rd_r=0CM25AB1KP7614WSC17X&pf_rd_t=101&pf_rd_p=139126391&pf_rd_i=300435,239,2,0,0,28,2,12,3,2,0,1,0,225,1,31,5.2942,1,6,3.33,24,12.5,0,1,19,0,2,1,180,9,20,2,malicious
18629,http://amazon.co.uk/s/ref=sr_nr_p_4_11/202-2513040-1206232?ie=UTF8&rh=n:560858,71,2,0,0,20,2,12,3,2,0,1,0,225,1,13,4.90395,1,6,3.33,16,8.5,0,1,19,0,2,1,20,2,8,0,malicious
18650,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0330375466/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.73908,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
18713,http://ancestry.co.uk/search/db.aspx?dbid=13782,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
18744,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0521498678/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.82265,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
18757,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0273688057/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.7736,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
18760,http://ancestry.co.uk/search/db.aspx?dbid=49267,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
18918,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0862111730/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.77966,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
18921,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1843483718/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.74565,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
18954,http://ancestry.co.uk/s0/search/rd.ashx?db=redbook&f3=gs603,52,3,1,0,11,2,14,3,2,0,1,0,225,1,12,4.53935,1,8,4.0,6,4.0,0,1,7,1,0,1,20,2,7,0,malicious
18963,http://ancestry.co.uk/search/db.aspx?dbid=5728,39,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.5121400000000005,1,8,4.0,6,6.0,0,1,7,1,0,1,10,1,4,0,malicious
19068,http://amazon.co.uk/gp/feature.html/ref=amb_link_36810965_9/202-2513040-1206232?ie=UTF8&docId=1000033313&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-2&pf_rd_r=11H4MG384BEG1QR5J5DY&pf_rd_t=101&pf_rd_p=138664691&pf_rd_i=14713951,211,3,1,0,41,3,12,3,3,0,1,0,225,1,28,5.298030000000002,1,6,3.33,23,12.33,0,1,19,0,2,1,139,8,20,2,malicious
19127,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B0009S4EKU/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.86878,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
19171,http://amazon.co.uk/s/ref=amb_link_41254665_6/202-2513040-1206232?ie=UTF8&search-alias=watches&field-keywords=Oliver%20Weber&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-8&pf_rd_r=1QF1V9KXT4VRMDRPKE8K&pf_rd_t=101&pf_rd_p=139139091&pf_rd_i=328228011,234,2,0,0,27,2,12,3,2,0,1,0,225,1,30,5.3832,1,6,3.33,23,12.0,0,1,19,0,2,1,176,9,20,2,malicious
19175,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0077109198/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.79145,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
19234,http://ancestry.co.uk/search/db.aspx?dbid=24884,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.47945,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
19280,http://amazon.co.uk/b/ref=amb_link_19548765_19/202-2513040-1206232?ie=UTF8&node=63&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=1FAEHPK9VXGD7ATWQ981&pf_rd_t=101&pf_rd_p=133343491&pf_rd_i=266239,187,2,0,0,28,2,12,3,2,0,1,0,225,1,25,5.30486,1,6,3.33,24,12.5,0,1,19,0,2,1,128,8,20,2,malicious
19301,http://amazon.co.uk/Love-Honour-Obey-Original-Soundtrack/dp/B00004SE2E/ref=br_lf_m_1000030263_1_22_ttl/202-2513040-1206232?_encoding=UTF8&m=A3P5ROKL5A1OLE&s=music&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-2&pf_rd_r=0RBRQX9WVJ4MD8NT23NW&pf_rd_t=1401&pf_rd_p=137795391&pf_rd_i=1000030263,274,2,1,0,84,4,12,3,4,0,1,0,225,1,31,5.42274,1,6,3.33,36,19.75,0,1,19,0,2,1,159,9,20,2,malicious
19304,http://amazon.co.uk/s/ref=sr_nr_p_3_3/202-2513040-1206232?ie=UTF8&rh=n:520920,70,2,0,0,19,2,12,3,2,0,1,0,101,1,13,4.85608,1,6,3.33,15,8.0,0,1,19,0,2,1,20,2,8,0,malicious
19341,http://ancestry.co.uk/search/db.aspx?dbid=7272,39,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.42518,1,8,4.0,6,6.0,0,1,7,1,0,1,10,1,4,0,malicious
19354,http://amazon.co.uk/b/ref=amb_link_35549065_5/202-2513040-1206232?ie=UTF8&node=11712881&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-5&pf_rd_r=1MMWPFCWTCKJMZ5QZ297&pf_rd_t=101&pf_rd_p=135478391&pf_rd_i=11052591,196,2,0,0,27,2,12,3,2,0,1,0,101,1,25,5.26543,1,6,3.33,23,12.0,0,1,19,0,2,1,138,8,20,2,malicious
19447,http://amazon.co.uk/b/ref=amb_link_21603865_48/202-2513040-1206232?ie=UTF8&node=165471011&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-2&pf_rd_r=0NPG4SZPCP21H8PNTD92&pf_rd_t=101&pf_rd_p=115017591&pf_rd_i=573406,196,2,0,0,28,2,12,3,2,0,1,0,225,1,25,5.2523300000000015,1,6,3.33,24,12.5,0,1,19,0,2,1,137,8,20,2,malicious
19470,http://amazon.co.uk/gp/feature.html/202-2513040-1206232?ie=UTF8&plgroup=1&docId=1000060893&plpage=3,92,3,1,0,17,2,12,3,2,0,1,0,101,1,16,4.94304,1,6,3.33,12,7.0,0,1,19,0,2,1,44,4,10,0,malicious
19475,http://amazon.co.uk/s/ref=sr_nr_p_4_11/202-2513040-1206232?ie=UTF8&rh=n:595314,71,2,0,0,20,2,12,3,2,0,1,0,225,1,13,4.9199199999999985,1,6,3.33,16,8.5,0,1,19,0,2,1,20,2,8,0,malicious
19543,http://amazon.co.uk/gp/bestsellers/dvd/501872/ref=pd_ts_d_h__nav/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=0SHEC0RKGC783VC790RJ&pf_rd_t=2101&pf_rd_p=108886391&pf_rd_i=235597011,193,2,1,0,46,5,12,3,5,0,1,0,225,1,25,5.19268,1,6,3.33,18,8.0,0,1,19,0,2,1,116,6,20,2,malicious
19599,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B000E5L89S/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.87484,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
19647,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0954088107/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.7947,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
19666,http://ancestry.co.uk/search/db.aspx?dbid=18897,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
19674,http://amazon.co.uk/s/ref=amb_link_41158365_7/202-2513040-1206232?ie=UTF8&node=328783011&brand=Paris%20Hilton&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-6&pf_rd_r=1QF1V9KXT4VRMDRPKE8K&pf_rd_t=101&pf_rd_p=139138491&pf_rd_i=328228011,219,2,0,0,27,2,12,3,2,0,1,0,225,1,28,5.30446,1,6,3.33,23,12.0,0,1,19,0,2,1,161,9,20,2,malicious
19720,http://ancestry.co.uk/search/db.aspx?dbid=22344,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.47945,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
19754,http://astore.amazon.co.uk/ukvisit-21/detail/B0002E3LPK/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.8585699999999985,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
19766,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0752816772/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.82422,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
19799,http://amazon.co.uk/Harry-Potter-Deathly-Hallows-Childrens/dp/0747591091/ref=pd_nr_c_th_5/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-9&pf_rd_r=1KJ66Y0X35982MMX8QHB&pf_rd_t=101&pf_rd_p=114522491&pf_rd_i=69,212,2,1,0,71,4,12,3,4,0,1,0,225,1,28,5.2981099999999985,1,6,3.33,38,16.5,0,1,19,0,2,1,110,6,20,2,malicious
19890,http://amazon.co.uk/b/ref=amb_link_18193065_7/202-2513040-1206232?ie=UTF8&node=16403471&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-11&pf_rd_r=1KB62THG5KRE32BTR2XS&pf_rd_t=101&pf_rd_p=130398491&pf_rd_i=560798,195,2,0,0,27,2,12,3,2,0,1,0,101,1,26,5.26157,1,6,3.33,23,12.0,0,1,19,0,2,1,137,8,20,2,malicious
19926,http://amazon.co.uk/gp/feature.html/ref=amb_link_40244165_1/202-2513040-1206232?ie=UTF8&docId=1000058953&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-1&pf_rd_r=02SSYY49XBYQMZQ9SZ2V&pf_rd_t=101&pf_rd_p=138768791&pf_rd_i=318949011,213,3,1,0,41,3,12,3,3,0,1,0,225,1,28,5.34807,1,6,3.33,23,12.33,0,1,19,0,2,1,141,8,20,2,malicious
19978,http://ancestry.co.uk/search/db.aspx?dbid=14118,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.46339,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
20002,http://amazon.co.uk/gp/feature.html/ref=amb_link_40033965_1/202-2513040-1206232?ie=UTF8&docId=1000056123&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-1&pf_rd_r=02HBTDPPC18XZTHQPKH0&pf_rd_t=101&pf_rd_p=138862891&pf_rd_i=11052671,212,3,1,0,41,3,12,3,3,0,1,0,101,1,28,5.2926400000000005,1,6,3.33,23,12.33,0,1,19,0,2,1,140,8,20,2,malicious
20029,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0747534306/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.75497,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
20060,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1899618260/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.77001,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
20070,http://ancestry.co.uk/search/db.aspx?dbid=14192,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
20071,http://amazon.co.uk/b/ref=amb_link_19298065_35/202-2513040-1206232?ie=UTF8&node=1025552&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=0310WZRAB7B14FE9V6JK&pf_rd_t=101&pf_rd_p=130539891&pf_rd_i=468292,192,2,0,0,28,2,12,3,2,0,1,0,225,1,25,5.22415,1,6,3.33,24,12.5,0,1,19,0,2,1,133,8,20,2,malicious
20088,http://ancestry.co.uk/search/db.aspx?dbid=27432,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
20173,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B000CSTK10/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.88241,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
20192,http://amazon.co.uk/gp/product/B000O34QRG/ref=br_nf_3_2/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-9&pf_rd_r=1CMVCZRCNB9WWT7WMW3Q&pf_rd_t=101&pf_rd_p=128560191&pf_rd_i=300729,182,2,1,0,37,4,12,3,4,0,1,0,101,1,24,5.25084,1,6,3.33,13,8.0,0,1,19,0,2,1,114,6,20,2,malicious
20246,http://ancestry.co.uk/search/db.aspx?dbid=5662,39,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.46866,1,8,4.0,6,6.0,0,1,7,1,0,1,10,1,4,0,malicious
20317,http://astore.amazon.co.uk/ukvisit-21/detail/B000JUCQ6M/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.9067,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
20324,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0810843323/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.68363,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
20356,http://amazon.co.uk/exec/obidos/search-handle-url/index=dvd-uk&field-keywords=victoria%20wood%20-region/ref=amb_link_34236665_5/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-12&pf_rd_r=1QSXG05X4QD683BKBARQ&pf_rd_t=101&pf_rd_p=118171291&pf_rd_i=16416421,257,2,1,0,109,5,12,3,5,0,1,0,225,1,35,5.3484099999999986,1,6,3.33,53,20.6,0,1,19,0,2,1,117,6,20,2,malicious
20454,http://amazon.co.uk/s/ref=amb_link_21577965_15/202-2513040-1206232?ie=UTF8&search-alias=toys&field-keywords=Bob%20The%20Builder&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-3&pf_rd_r=1XFZ69RVWCBCWRZ2DJZ7&pf_rd_t=101&pf_rd_p=118015291&pf_rd_i=470432,234,2,0,0,28,2,12,3,2,0,1,0,101,1,31,5.4357,1,6,3.33,24,12.5,0,1,19,0,2,1,175,9,20,2,malicious
20455,http://amazon.co.uk/b/ref=amb_link_36810965_13/202-2513040-1206232?ie=UTF8&node=408230&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-2&pf_rd_r=1SXZR33BMB88D5Y7EGM2&pf_rd_t=101&pf_rd_p=138664691&pf_rd_i=14713951,193,2,0,0,28,2,12,3,2,0,1,0,225,1,25,5.28531,1,6,3.33,24,12.5,0,1,19,0,2,1,134,8,20,2,malicious
20476,http://amazon.co.uk/s/ref=sr_nr_p_3_4/202-2513040-1206232?ie=UTF8&rh=n:560834,70,2,0,0,19,2,12,3,2,0,1,0,225,1,13,4.9032800000000005,1,6,3.33,15,8.0,0,1,19,0,2,1,20,2,8,0,malicious
20479,http://amazon.co.uk/b/ref=amb_link_22929865_3/202-2513040-1206232?ie=UTF8&node=754562&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=13KAM0Z863Q7EPQNDZBN&pf_rd_t=101&pf_rd_p=124986791&pf_rd_i=547786,190,2,0,0,27,2,12,3,2,0,1,0,225,1,25,5.31084,1,6,3.33,23,12.0,0,1,19,0,2,1,132,8,20,2,malicious
20483,http://amazon.co.uk/s/ref=sr_nr_p_3_5/202-2513040-1206232?ie=UTF8&rh=n:660202,70,2,0,0,19,2,12,3,2,0,1,0,225,1,13,4.8364699999999985,1,6,3.33,15,8.0,0,1,19,0,2,1,20,2,8,0,malicious
20579,http://amazon.co.uk/s/ref=sr_nr_p_4_8/202-2513040-1206232?ie=UTF8&rh=n:595314,70,2,0,0,19,2,12,3,2,0,1,0,225,1,13,4.9467300000000005,1,6,3.33,15,8.0,0,1,19,0,2,1,20,2,8,0,malicious
20592,http://ancestry.co.uk/s0/search/rd.ashx?db=redbook&f3=gs411,52,3,1,0,11,2,14,3,2,0,1,0,225,1,12,4.5732599999999985,1,8,4.0,6,4.0,0,1,7,1,0,1,20,2,7,0,malicious
20616,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1840189754/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.81816,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
20667,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0439959365/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.74532,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
20776,http://astore.amazon.co.uk/ukvisit-21/detail/B000EZ3EFE/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.83191,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
20789,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1740595254/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.81816,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
20825,http://ancestry.co.uk/search/db.aspx?dbid=29679,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
20834,http://astore.amazon.co.uk/allezvinsfrenchr/026-8324244-9330038?node=5&page=15,71,3,0,0,18,1,19,4,1,0,0,0,101,1,12,4.95524,1,6,4.0,16,16.0,0,1,19,0,2,1,15,2,2,0,malicious
20910,http://amazon.co.uk/gp/product/rentals/B000OY8NCE/ref=rent_brws_list_10/202-2513040-1206232,84,2,1,0,53,5,12,3,5,0,1,0,101,1,13,4.96189,1,6,3.33,21,9.4,0,1,19,0,2,0,0,0,0,0,malicious
20942,http://ancestry.co.uk/search/db.aspx?dbid=19882,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
20954,http://amazon.co.uk/exec/obidos/search-handle-url/202-2513040-1206232?_encoding=UTF8&search-type=ss&index=music&field-artist=Dolores%20ORiordan,147,2,1,0,45,5,6,1,5,0,0,0,248,0,23,5.09119,1,6,6.0,17,7.8,0,1,19,0,2,1,77,4,21,1,malicious
20981,http://amazon.co.uk/gp/feature.html/ref=amb_link_19411065_4/202-2513040-1206232?ie=UTF8&docId=580309&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=0M5N3HGMVBEZ07K0T7E3&pf_rd_t=101&pf_rd_p=137391991&pf_rd_i=11056131,207,3,1,0,41,3,12,3,3,0,1,0,225,1,28,5.29239,1,6,3.33,23,12.33,0,1,19,0,2,1,135,8,20,2,malicious
20992,http://ancestry.co.uk/search/db.aspx?dbid=7516,39,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.5121400000000005,1,8,4.0,6,6.0,0,1,7,1,0,1,10,1,4,0,malicious
20993,http://ancestry.co.uk/search/db.aspx?dbid=28297,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
21096,http://astore.amazon.co.uk/ukvisit-21/listmania/2R8U7Y2GOZ095/203-6933174-0803961,74,3,0,0,36,3,19,4,3,0,0,0,101,1,12,4.94162,1,6,4.0,13,10.67,0,1,19,0,2,0,0,0,0,0,malicious
21110,http://ancestry.co.uk/search/db.aspx?dbid=7257,39,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.46866,1,8,4.0,6,6.0,0,1,7,1,0,1,10,1,4,0,malicious
21240,http://astore.amazon.co.uk/ukvisit-21/listmania/R3DI0TORF6NS01/203-6933174-0803961,75,3,0,0,37,3,19,4,3,0,0,0,101,1,12,4.94625,1,6,4.0,14,11.0,0,1,19,0,2,0,0,0,0,0,malicious
21360,http://amazon.co.uk/gp/offer-listing/B0007OWNJU/ref=buy_pb_a_20/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-2&pf_rd_r=0TRSMCVK2376G6QSFM4D&pf_rd_t=1401&pf_rd_p=139017591&pf_rd_i=604821,191,2,1,0,45,4,12,3,4,0,1,0,225,1,25,5.38424,1,6,3.33,15,10.0,0,1,19,0,2,1,115,6,20,2,malicious
21362,http://ancestry.co.uk/search/db.aspx?dbid=28345,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
21368,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0006552323/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.70682,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
21377,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0952584816/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.79796,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
